Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-11 21:00:00+01:00,33876.296875,34186.703125,33809.51953125,34185.08984375,267769856,0,0
2021-07-11 22:30:00+01:00,34161.21875,34584.703125,34161.21875,34386.19140625,1035044864,0,0
2021-07-12 00:00:00+01:00,34396.015625,34396.015625,34133.10546875,34197.3359375,494675968,0,0
2021-07-12 01:30:00+01:00,34208.3828125,34276.078125,34106.93359375,34150.53515625,387125248,0,0
2021-07-12 03:00:00+01:00,34148.0703125,34480.71875,34118.91796875,34480.71875,558639104,0,0
2021-07-12 04:30:00+01:00,34486.22265625,34592.15625,34309.0234375,34309.0234375,768927744,0,0
2021-07-12 06:00:00+01:00,34311.3125,34327.54296875,34194.21875,34315.94921875,231962624,0,0
2021-07-12 07:30:00+01:00,34314.14453125,34500.890625,34276.3359375,34278.7109375,344483840,0,0
2021-07-12 09:00:00+01:00,34292.0078125,34460.3046875,34145.94921875,34176.86328125,713791488,0,0
2021-07-12 10:30:00+01:00,34171.4609375,34220.42578125,33724.1484375,33780.80859375,892282880,0,0
2021-07-12 12:00:00+01:00,33789.01953125,33789.01953125,33510.71875,33541.89453125,459784192,0,0
2021-07-12 13:30:00+01:00,33531.796875,33604.66796875,33362.2890625,33593.81640625,510394368,0,0
2021-07-12 15:00:00+01:00,33586.8828125,33586.8828125,33395.2421875,33478.2890625,338495488,0,0
2021-07-12 16:30:00+01:00,33480.03515625,33511.41015625,33130.3203125,33205.76171875,338851840,0,0
2021-07-12 18:00:00+01:00,33167.6953125,33250.28125,33072.9765625,33179.00390625,859688960,0,0
2021-07-12 19:30:00+01:00,33175.375,33324.23828125,32823.2890625,32859.4296875,716838912,0,0
2021-07-12 21:00:00+01:00,32833.3984375,32982.875,32709.095703125,32878.10546875,561229824,0,0
2021-07-12 22:30:00+01:00,32890.515625,33092.66015625,32842.31640625,33075.2109375,469544960,0,0
2021-07-13 00:00:00+01:00,33072.71484375,33254.30078125,32886.51953125,33006.76171875,641421312,0,0
2021-07-13 01:30:00+01:00,32997.2890625,33217.60546875,32983.38671875,33137.55859375,287666176,0,0
2021-07-13 03:00:00+01:00,33169.875,33234.453125,33092.0,33229.19140625,2568192,0,0
2021-07-13 04:30:00+01:00,33239.375,33239.375,33075.859375,33154.50390625,36063232,0,0
2021-07-13 06:00:00+01:00,33134.04296875,33150.29296875,32786.96875,32959.55078125,195305472,0,0
2021-07-13 07:30:00+01:00,32946.08984375,33287.08984375,32946.08984375,33182.5546875,774350848,0,0
2021-07-13 09:00:00+01:00,33189.5859375,33264.546875,33138.25,33236.6640625,305547264,0,0
2021-07-13 10:30:00+01:00,33210.82421875,33308.90625,33085.23828125,33104.44921875,420702208,0,0
2021-07-13 12:00:00+01:00,33109.765625,33191.6171875,32870.34765625,32879.24609375,115218432,0,0
2021-07-13 13:30:00+01:00,32891.375,32891.375,32327.251953125,32621.052734375,1220573184,0,0
2021-07-13 15:00:00+01:00,32605.88671875,32687.2421875,32496.84765625,32687.2421875,639850496,0,0
2021-07-13 16:30:00+01:00,32679.783203125,32858.56640625,32650.21875,32824.234375,147036160,0,0
2021-07-13 18:00:00+01:00,32811.16015625,32890.30859375,32654.970703125,32685.69140625,406056960,0,0
2021-07-13 19:30:00+01:00,32669.685546875,32690.04296875,32294.5859375,32310.130859375,539670528,0,0
2021-07-13 21:00:00+01:00,32317.375,32629.166015625,32261.419921875,32477.521484375,437063680,0,0
2021-07-13 22:30:00+01:00,32496.474609375,32630.314453125,32451.36328125,32554.09375,246110208,0,0
2021-07-14 00:00:00+01:00,32584.77734375,32765.435546875,32546.2734375,32601.767578125,383434752,0,0
2021-07-14 01:30:00+01:00,32619.078125,32644.490234375,32279.009765625,32365.080078125,375011328,0,0
2021-07-14 03:00:00+01:00,32379.642578125,32576.759765625,31842.09375,31848.140625,402694144,0,0
2021-07-14 04:30:00+01:00,31847.583984375,32022.880859375,31693.458984375,31956.8671875,808097792,0,0
2021-07-14 06:00:00+01:00,31950.470703125,31996.220703125,31748.26953125,31859.728515625,303849472,0,0
2021-07-14 07:30:00+01:00,31863.37890625,31984.232421875,31839.41796875,31925.921875,220962816,0,0
2021-07-14 09:00:00+01:00,31932.603515625,32481.130859375,31639.125,32316.142578125,1631129600,0,0
2021-07-14 10:30:00+01:00,32355.884765625,32647.8359375,32294.34765625,32442.958984375,664915968,0,0
2021-07-14 12:00:00+01:00,32448.4140625,32566.01953125,32364.02734375,32390.72265625,516945920,0,0
2021-07-14 13:30:00+01:00,32386.23046875,32838.046875,32313.337890625,32818.765625,463534080,0,0
2021-07-14 15:00:00+01:00,32800.51953125,32943.01953125,32772.69921875,32874.46484375,703596544,0,0
2021-07-14 16:30:00+01:00,32823.27734375,32902.37109375,32737.091796875,32843.32421875,508645376,0,0
2021-07-14 18:00:00+01:00,32847.0390625,32910.703125,32799.4765625,32895.57421875,128552960,0,0
2021-07-14 19:30:00+01:00,32902.0078125,33061.3984375,32621.01171875,32734.552734375,649185280,0,0
2021-07-14 21:00:00+01:00,32734.529296875,32921.88671875,32734.529296875,32868.4921875,522100736,0,0
2021-07-14 22:30:00+01:00,32880.15625,33037.09375,32771.2265625,32976.8125,632643584,0,0
2021-07-15 00:00:00+01:00,32968.421875,32975.66796875,32674.232421875,32818.65625,346337280,0,0
2021-07-15 01:30:00+01:00,32816.94921875,33159.640625,32790.88671875,32790.88671875,553060352,0,0
2021-07-15 03:00:00+01:00,32776.234375,32899.2578125,32681.947265625,32746.474609375,238123008,0,0
2021-07-15 04:30:00+01:00,32778.5546875,32778.5546875,32491.689453125,32664.07421875,201179136,0,0
2021-07-15 06:00:00+01:00,32658.51953125,32658.51953125,32508.185546875,32508.185546875,53917696,0,0
2021-07-15 07:30:00+01:00,32491.64453125,32595.484375,32391.43359375,32459.0078125,243589120,0,0
2021-07-15 09:00:00+01:00,32476.33984375,32591.185546875,32354.248046875,32527.30078125,443629568,0,0
2021-07-15 10:30:00+01:00,32517.541015625,32573.52734375,31869.400390625,31940.251953125,669872128,0,0
2021-07-15 12:00:00+01:00,31877.505859375,31989.17578125,31694.025390625,31798.328125,693532672,0,0
2021-07-15 13:30:00+01:00,31773.48046875,31897.69140625,31556.197265625,31847.51171875,962930688,0,0
2021-07-15 15:00:00+01:00,31843.23046875,31916.669921875,31716.669921875,31803.41015625,162541568,0,0
2021-07-15 16:30:00+01:00,31806.8046875,31806.8046875,31522.798828125,31578.26171875,215308288,0,0
2021-07-15 18:00:00+01:00,31580.43359375,31580.43359375,31175.708984375,31414.6953125,842979328,0,0
2021-07-15 19:30:00+01:00,31409.81640625,31706.736328125,31388.0546875,31568.142578125,337659904,0,0
2021-07-15 21:00:00+01:00,31558.45703125,31771.45703125,31558.45703125,31763.587890625,335681536,0,0
2021-07-15 22:30:00+01:00,31750.669921875,31845.083984375,31669.818359375,31764.1328125,198092800,0,0
2021-07-16 00:00:00+01:00,31773.41015625,31888.18359375,31538.4765625,31685.560546875,671232000,0,0
2021-07-16 01:30:00+01:00,31690.69140625,31869.6796875,31596.33984375,31826.62890625,605382656,0,0
2021-07-16 03:00:00+01:00,31820.376953125,32016.4140625,31820.376953125,31966.5546875,978231296,0,0
2021-07-16 04:30:00+01:00,31967.10546875,32019.998046875,31873.927734375,31946.9765625,368990208,0,0
2021-07-16 06:00:00+01:00,31927.927734375,31972.193359375,31647.5078125,31701.0546875,368640000,0,0
2021-07-16 07:30:00+01:00,31687.494140625,31729.591796875,31581.302734375,31699.578125,342646784,0,0
2021-07-16 09:00:00+01:00,31694.234375,31745.529296875,31365.923828125,31410.033203125,263608320,0,0
2021-07-16 10:30:00+01:00,31393.42578125,31462.775390625,31183.115234375,31310.17578125,134397952,0,0
2021-07-16 12:00:00+01:00,31317.630859375,31464.984375,31100.673828125,31364.419921875,356149248,0,0
2021-07-16 13:30:00+01:00,31410.154296875,31961.86328125,31249.087890625,31771.8359375,712130560,0,0
2021-07-16 15:00:00+01:00,31777.953125,31991.330078125,31777.953125,31977.107421875,671299584,0,0
2021-07-16 16:30:00+01:00,31970.45703125,32218.40625,31869.73828125,32044.12890625,938694656,0,0
2021-07-16 18:00:00+01:00,32069.873046875,32124.388671875,31947.7890625,31985.228515625,75937792,0,0
2021-07-16 19:30:00+01:00,31972.732421875,32078.841796875,31884.26953125,31927.353515625,107749376,0,0
2021-07-16 21:00:00+01:00,31922.541015625,31973.044921875,31728.03125,31817.806640625,194787328,0,0
2021-07-16 22:30:00+01:00,31779.736328125,31851.9453125,31581.28515625,31615.197265625,152115200,0,0
2021-07-17 00:00:00+01:00,31594.623046875,31628.32421875,31229.875,31272.36328125,203935744,0,0
2021-07-17 01:30:00+01:00,31281.927734375,31618.015625,31271.857421875,31402.814453125,202620928,0,0
2021-07-17 03:00:00+01:00,31404.998046875,31468.6015625,31283.53515625,31452.20703125,77852672,0,0
2021-07-17 04:30:00+01:00,31475.400390625,31475.400390625,31223.990234375,31408.83203125,67309568,0,0
2021-07-17 06:00:00+01:00,31405.75,31547.68359375,31405.75,31501.869140625,44625920,0,0
2021-07-17 07:30:00+01:00,31527.150390625,31613.068359375,31489.19140625,31525.44140625,454920192,0,0
2021-07-17 09:00:00+01:00,31536.90625,31935.9453125,31389.6484375,31792.046875,363128832,0,0
2021-07-17 10:30:00+01:00,31742.482421875,31742.482421875,31313.072265625,31328.37890625,26978304,0,0
2021-07-17 12:00:00+01:00,31310.71875,31506.046875,31310.71875,31486.009765625,450486272,0,0
2021-07-17 13:30:00+01:00,31496.529296875,31741.90625,31387.48046875,31653.330078125,638230528,0,0
2021-07-17 15:00:00+01:00,31646.52734375,31742.5390625,31492.626953125,31648.9453125,67936256,0,0
2021-07-17 16:30:00+01:00,31616.919921875,31868.42578125,31590.560546875,31701.83984375,86208512,0,0
2021-07-17 18:00:00+01:00,31690.72265625,31800.359375,31570.615234375,31798.48046875,117815296,0,0
2021-07-17 19:30:00+01:00,31800.53125,31895.083984375,31722.21484375,31857.810546875,591632384,0,0
2021-07-17 21:00:00+01:00,31845.791015625,31887.171875,31702.359375,31799.9609375,68999168,0,0
2021-07-17 22:30:00+01:00,31787.111328125,31823.1875,31637.53515625,31642.84765625,455536640,0,0
2021-07-18 00:00:00+01:00,31645.87890625,31651.826171875,31505.041015625,31624.978515625,505987072,0,0
2021-07-18 01:30:00+01:00,31633.0078125,32398.99609375,31633.0078125,32198.890625,1240530944,0,0
2021-07-18 03:00:00+01:00,32196.19140625,32269.923828125,32127.369140625,32127.369140625,32004096,0,0
2021-07-18 04:30:00+01:00,32102.96484375,32173.5546875,32057.013671875,32063.0625,56870912,0,0
2021-07-18 06:00:00+01:00,32073.4375,32125.44921875,31915.7265625,31980.203125,138321920,0,0
2021-07-18 07:30:00+01:00,31998.013671875,31998.013671875,31716.208984375,31716.208984375,99651584,0,0
2021-07-18 09:00:00+01:00,31717.75,31782.861328125,31686.81640625,31748.73828125,242749440,0,0
2021-07-18 10:30:00+01:00,31756.244140625,31842.822265625,31614.44921875,31695.13671875,102842368,0,0
2021-07-18 12:00:00+01:00,31711.9921875,31844.873046875,31688.73046875,31717.96484375,40486912,0,0
2021-07-18 13:30:00+01:00,31724.240234375,31797.708984375,31638.900390625,31719.75390625,29767680,0,0
2021-07-18 15:00:00+01:00,31721.669921875,31751.53125,31215.4921875,31418.91796875,746754048,0,0
2021-07-18 16:30:00+01:00,31422.173828125,31519.287109375,31347.322265625,31491.068359375,171368448,0,0
2021-07-18 18:00:00+01:00,31487.8046875,31691.064453125,31448.3515625,31668.390625,264392704,0,0
2021-07-18 19:30:00+01:00,31686.5703125,31728.15234375,31630.50390625,31656.94921875,58771456,0,0
2021-07-18 21:00:00+01:00,31664.26171875,31746.48828125,31608.021484375,31703.146484375,309743616,0,0
2021-07-18 22:30:00+01:00,31692.87890625,31904.3671875,31522.318359375,31575.546875,471926784,0,0
2021-07-19 00:00:00+01:00,31580.7421875,31874.70703125,31541.560546875,31768.9375,430927872,0,0
2021-07-19 01:30:00+01:00,31762.72265625,31762.72265625,31472.876953125,31613.22265625,41054208,0,0
2021-07-19 03:00:00+01:00,31622.095703125,31699.861328125,31491.03125,31558.25390625,100339712,0,0
2021-07-19 04:30:00+01:00,31555.01171875,31771.81640625,31520.001953125,31747.728515625,259117056,0,0
2021-07-19 06:00:00+01:00,31757.884765625,31885.859375,31672.6015625,31774.14453125,305881088,0,0
2021-07-19 07:30:00+01:00,31768.279296875,31857.68359375,31621.966796875,31625.58984375,130914304,0,0
2021-07-19 09:00:00+01:00,31623.79296875,31679.330078125,31395.328125,31476.306640625,499700736,0,0
2021-07-19 10:30:00+01:00,31476.630859375,31476.630859375,31216.724609375,31216.724609375,291495936,0,0
2021-07-19 12:00:00+01:00,31217.0546875,31433.484375,31217.0546875,31249.44921875,485806080,0,0
2021-07-19 13:30:00+01:00,31243.099609375,31243.099609375,30592.1484375,30626.814453125,1963761664,0,0
2021-07-19 15:00:00+01:00,30617.587890625,30937.2890625,30563.734375,30817.53125,1082609664,0,0
2021-07-19 16:30:00+01:00,30788.009765625,30833.712890625,30641.01171875,30726.76953125,423639040,0,0
2021-07-19 18:00:00+01:00,30713.998046875,30840.59765625,30687.29296875,30716.337890625,299415552,0,0
2021-07-19 19:30:00+01:00,30725.490234375,30776.939453125,30575.869140625,30756.671875,233439232,0,0
2021-07-19 21:00:00+01:00,30729.27734375,30880.83203125,30704.7265625,30826.27734375,169662464,0,0
2021-07-19 22:30:00+01:00,30828.69921875,30935.162109375,30738.240234375,30865.17578125,173328384,0,0
2021-07-20 00:00:00+01:00,30861.48046875,31006.1875,30776.53515625,30930.439453125,280199168,0,0
2021-07-20 01:30:00+01:00,30914.890625,30952.85546875,30587.232421875,30659.919921875,430147584,0,0
2021-07-20 03:00:00+01:00,30627.658203125,30681.56640625,29624.740234375,29668.255859375,1611229184,0,0
2021-07-20 04:30:00+01:00,29635.40625,29870.744140625,29548.552734375,29670.734375,1248323584,0,0
2021-07-20 06:00:00+01:00,29674.990234375,29800.5703125,29631.0,29689.521484375,257617920,0,0
2021-07-20 07:30:00+01:00,29702.126953125,29862.62109375,29693.61328125,29862.62109375,362555392,0,0
2021-07-20 09:00:00+01:00,29834.31640625,29889.615234375,29646.607421875,29704.353515625,100384768,0,0
2021-07-20 10:30:00+01:00,29690.990234375,29727.240234375,29393.919921875,29669.060546875,758994944,0,0
2021-07-20 12:00:00+01:00,29678.228515625,29764.60546875,29606.20703125,29635.1171875,221908992,0,0
2021-07-20 13:30:00+01:00,29633.55859375,29776.32421875,29479.009765625,29574.791015625,0,0,0
2021-07-20 15:00:00+01:00,29538.65625,29845.126953125,29412.62890625,29838.029296875,327868416,0,0
2021-07-20 16:30:00+01:00,29869.44921875,29957.12109375,29715.0390625,29718.357421875,500248576,0,0
2021-07-20 18:00:00+01:00,29676.669921875,29797.037109375,29639.2265625,29776.013671875,238493696,0,0
2021-07-20 19:30:00+01:00,29789.98828125,29881.271484375,29742.076171875,29783.322265625,254922752,0,0
2021-07-20 21:00:00+01:00,29792.828125,29975.103515625,29707.224609375,29728.9296875,291057664,0,0
2021-07-20 22:30:00+01:00,29659.876953125,29750.400390625,29520.47265625,29551.10546875,98025472,0,0
2021-07-21 00:00:00+01:00,29573.98828125,29880.79296875,29573.98828125,29713.330078125,584839168,0,0
2021-07-21 01:30:00+01:00,29718.541015625,29773.451171875,29526.18359375,29773.451171875,180350976,0,0
2021-07-21 03:00:00+01:00,29765.55859375,29895.576171875,29727.474609375,29824.998046875,29151232,0,0
2021-07-21 04:30:00+01:00,29838.158203125,30718.625,29836.95703125,30652.326171875,1176430592,0,0
2021-07-21 06:00:00+01:00,30668.65625,30800.498046875,30565.44140625,30769.349609375,511582208,0,0
2021-07-21 07:30:00+01:00,30808.828125,30891.53515625,30737.513671875,30828.470703125,545550336,0,0
2021-07-21 09:00:00+01:00,30829.337890625,30903.6015625,30741.576171875,30809.302734375,388956160,0,0
2021-07-21 10:30:00+01:00,30812.23046875,31519.703125,30812.23046875,31376.658203125,1058732032,0,0
2021-07-21 12:00:00+01:00,31393.66015625,31673.91796875,31362.1015625,31570.103515625,534470656,0,0
2021-07-21 13:30:00+01:00,31584.82421875,31584.82421875,31451.220703125,31467.4140625,59768832,0,0
2021-07-21 15:00:00+01:00,31510.541015625,31900.830078125,31510.541015625,31880.96484375,446844928,0,0
2021-07-21 16:30:00+01:00,31885.41796875,32380.08203125,31798.001953125,32181.220703125,1133719552,0,0
2021-07-21 18:00:00+01:00,32105.35546875,32752.326171875,31862.576171875,32249.685546875,2080768000,0,0
2021-07-21 19:30:00+01:00,32132.1171875,32185.98046875,31655.421875,31708.720703125,1438015488,0,0
2021-07-21 21:00:00+01:00,31648.806640625,31890.630859375,31545.91796875,31706.822265625,627949568,0,0
2021-07-21 22:30:00+01:00,31756.34375,32144.74609375,31734.99609375,32071.46875,595709952,0,0
2021-07-22 00:00:00+01:00,32105.01171875,32348.708984375,31945.6171875,32327.64453125,833970176,0,0
2021-07-22 01:30:00+01:00,32338.494140625,32338.494140625,31932.05859375,31996.26171875,164444160,0,0
2021-07-22 03:00:00+01:00,31977.974609375,32089.734375,31843.224609375,31951.912109375,242774016,0,0
2021-07-22 04:30:00+01:00,31952.583984375,32214.666015625,31903.76171875,32041.826171875,53446656,0,0
2021-07-22 06:00:00+01:00,32062.876953125,32092.9453125,31891.52734375,32060.123046875,82038784,0,0
2021-07-22 07:30:00+01:00,32043.515625,32305.673828125,31976.095703125,32145.3671875,442458112,0,0
2021-07-22 09:00:00+01:00,32146.76171875,32252.740234375,32067.13671875,32167.06640625,643895296,0,0
2021-07-22 10:30:00+01:00,32153.416015625,32153.416015625,31794.537109375,31929.60546875,108281856,0,0
2021-07-22 12:00:00+01:00,31831.9609375,31962.583984375,31745.298828125,31783.392578125,89298944,0,0
2021-07-22 13:30:00+01:00,31789.67578125,32239.46875,31789.67578125,32087.318359375,652644352,0,0
2021-07-22 15:00:00+01:00,32100.55859375,32299.369140625,31993.375,32260.853515625,197246976,0,0
2021-07-22 16:30:00+01:00,32356.453125,32576.400390625,32272.333984375,32358.990234375,694650880,0,0
2021-07-22 18:00:00+01:00,32356.66015625,32461.400390625,32254.80859375,32293.1171875,12427264,0,0
2021-07-22 19:30:00+01:00,32277.74609375,32385.791015625,32240.8671875,32385.791015625,12812288,0,0
2021-07-22 21:00:00+01:00,32379.66015625,32379.66015625,32245.015625,32261.802734375,19236864,0,0
2021-07-22 22:30:00+01:00,32278.51953125,32447.478515625,32121.3359375,32243.8828125,178087936,0,0
2021-07-23 00:00:00+01:00,32188.40234375,32382.259765625,32156.95703125,32297.392578125,467560448,0,0
2021-07-23 01:30:00+01:00,32319.916015625,32753.427734375,32242.087890625,32753.427734375,601907200,0,0
2021-07-23 03:00:00+01:00,32761.453125,32761.453125,32553.509765625,32568.529296875,307830784,0,0
2021-07-23 04:30:00+01:00,32561.375,32729.412109375,32508.771484375,32686.115234375,173453312,0,0
2021-07-23 06:00:00+01:00,32688.244140625,32854.60546875,32522.779296875,32566.751953125,497747968,0,0
2021-07-23 07:30:00+01:00,32577.068359375,32621.62109375,32429.275390625,32471.935546875,80115712,0,0
2021-07-23 09:00:00+01:00,32483.763671875,32529.65234375,32328.5546875,32468.068359375,250900480,0,0
2021-07-23 10:30:00+01:00,32466.17578125,32466.17578125,32259.421875,32325.482421875,180084736,0,0
2021-07-23 12:00:00+01:00,32345.244140625,32470.7109375,32279.091796875,32379.32421875,177610752,0,0
2021-07-23 13:30:00+01:00,32357.0,32555.8984375,32345.02734375,32542.33203125,213821440,0,0
2021-07-23 15:00:00+01:00,32558.0078125,32564.01953125,32400.4140625,32441.654296875,110075904,0,0
2021-07-23 16:30:00+01:00,32382.470703125,32410.75,32059.80078125,32186.03515625,425345024,0,0
2021-07-23 18:00:00+01:00,32190.58203125,32281.96875,32057.892578125,32281.96875,280559616,0,0
2021-07-23 19:30:00+01:00,32287.453125,32292.3203125,32128.69140625,32292.3203125,265107456,0,0
2021-07-23 21:00:00+01:00,32280.123046875,32619.33203125,32232.107421875,32619.33203125,772231168,0,0
2021-07-23 22:30:00+01:00,32639.69921875,33233.4921875,32594.935546875,33233.4921875,1297436672,0,0
2021-07-24 00:00:00+01:00,33124.2578125,33696.30859375,33107.359375,33516.88671875,1680691200,0,0
2021-07-24 01:30:00+01:00,33488.45703125,33696.3515625,33465.08984375,33610.60546875,552273920,0,0
2021-07-24 03:00:00+01:00,33626.72265625,33728.78515625,33542.90625,33580.671875,245276672,0,0
2021-07-24 04:30:00+01:00,33601.60546875,33801.22265625,33559.26171875,33706.9296875,431011840,0,0
2021-07-24 06:00:00+01:00,33712.35546875,33799.17578125,33613.96875,33777.171875,175702016,0,0
2021-07-24 07:30:00+01:00,33818.8515625,33937.89453125,33765.5625,33830.8046875,252217344,0,0
2021-07-24 09:00:00+01:00,33815.94140625,33835.3046875,33595.10546875,33686.6171875,60471296,0,0
2021-07-24 10:30:00+01:00,33681.7890625,33938.13671875,33681.7890625,33922.984375,407193600,0,0
2021-07-24 12:00:00+01:00,33867.08203125,33947.62109375,33732.46484375,33828.5625,288264192,0,0
2021-07-24 13:30:00+01:00,33819.0390625,33941.578125,33780.57421875,33813.75,170620928,0,0
2021-07-24 15:00:00+01:00,33806.484375,34001.37109375,33767.73828125,33968.1875,275337216,0,0
2021-07-24 16:30:00+01:00,33965.96484375,34458.55078125,33861.96484375,34439.43359375,552368128,0,0
2021-07-24 18:00:00+01:00,34455.7890625,34490.390625,34251.33203125,34333.1875,453718016,0,0
2021-07-24 19:30:00+01:00,34332.97265625,34369.04296875,33810.04296875,33916.91796875,160712704,0,0
2021-07-24 21:00:00+01:00,33909.48828125,33960.98828125,33765.953125,33912.0390625,146012160,0,0
2021-07-24 22:30:00+01:00,33901.90625,34150.25,33899.2421875,34012.609375,136003584,0,0
2021-07-25 00:00:00+01:00,34035.5546875,34450.01171875,33961.14453125,34251.16796875,21850112,0,0
2021-07-25 01:30:00+01:00,34228.546875,34240.85546875,33902.12890625,33933.8828125,27996160,0,0
2021-07-25 03:00:00+01:00,33930.51171875,34314.86328125,33930.51171875,34298.1640625,58826752,0,0
2021-07-25 04:30:00+01:00,34332.6796875,34469.05859375,34100.83203125,34358.046875,249487360,0,0
2021-07-25 06:00:00+01:00,34363.66015625,34495.12890625,34284.53515625,34422.37109375,277633024,0,0
2021-07-25 07:30:00+01:00,34420.87109375,34791.76953125,34402.50390625,34727.74609375,442415104,0,0
2021-07-25 09:00:00+01:00,34716.08203125,34792.7421875,34425.26171875,34449.2421875,158343168,0,0
2021-07-25 10:30:00+01:00,34447.8359375,34592.3046875,34322.875,34385.12109375,290383872,0,0
2021-07-25 12:00:00+01:00,34387.99609375,34498.3984375,34284.13671875,34358.2265625,96538624,0,0
2021-07-25 13:30:00+01:00,34334.4375,34418.2890625,34071.97265625,34218.62109375,332261376,0,0
2021-07-25 15:00:00+01:00,34175.2421875,34221.578125,33881.8359375,33982.1796875,404146176,0,0
2021-07-25 16:30:00+01:00,34018.58203125,34252.1328125,34018.58203125,34205.94140625,286752768,0,0
2021-07-25 18:00:00+01:00,34205.3125,34437.0546875,34192.8671875,34433.171875,115007488,0,0
2021-07-25 19:30:00+01:00,34434.65625,34548.66015625,34255.6953125,34329.21484375,164823040,0,0
2021-07-25 21:00:00+01:00,34361.2734375,34542.87109375,34319.72265625,34507.45703125,128968704,0,0
2021-07-25 22:30:00+01:00,34530.3984375,34575.59765625,34472.80859375,34575.59765625,155414528,0,0
2021-07-26 00:00:00+01:00,34620.6640625,35756.40625,34595.140625,35718.671875,2354223104,0,0
2021-07-26 01:30:00+01:00,35724.20703125,38693.9765625,35724.20703125,38281.078125,9125703680,0,0
2021-07-26 03:00:00+01:00,38328.03125,38497.7890625,37955.8984375,38154.57421875,1888946176,0,0
2021-07-26 04:30:00+01:00,38146.36328125,38507.93359375,38101.6171875,38359.0234375,1032237056,0,0
2021-07-26 06:00:00+01:00,38302.34765625,39152.47265625,38258.5390625,39061.3671875,1500968960,0,0
2021-07-26 07:30:00+01:00,39070.6328125,39163.28125,38010.4296875,38189.3359375,1131753472,0,0
2021-07-26 09:00:00+01:00,38155.9609375,38338.55078125,37827.046875,38275.5234375,1033396224,0,0
2021-07-26 10:30:00+01:00,38302.828125,38476.1015625,38072.5078125,38476.1015625,605126656,0,0
2021-07-26 12:00:00+01:00,38610.09375,38739.328125,38336.265625,38731.1484375,1233035264,0,0
2021-07-26 13:30:00+01:00,38706.21484375,38856.82421875,37972.80859375,38337.90234375,1251815424,0,0
2021-07-26 15:00:00+01:00,38342.609375,38481.34765625,38229.9765625,38380.359375,348901376,0,0
2021-07-26 16:30:00+01:00,38386.35546875,39437.8671875,38386.35546875,38994.76171875,2219741184,0,0
2021-07-26 18:00:00+01:00,39041.0546875,39657.65234375,38835.5625,39657.65234375,1607372800,0,0
2021-07-26 19:30:00+01:00,39673.171875,40499.67578125,39570.54296875,39796.7890625,2696982528,0,0
2021-07-26 21:00:00+01:00,39451.30078125,39451.30078125,37371.27734375,37560.5234375,3252432896,0,0
2021-07-26 22:30:00+01:00,37590.92578125,37590.92578125,36916.41796875,37526.98046875,2463281152,0,0
2021-07-27 00:00:00+01:00,37574.2734375,37718.8125,37043.765625,37413.640625,1199267840,0,0
2021-07-27 01:30:00+01:00,37417.26953125,37473.890625,36808.63671875,36855.4765625,0,0,0
2021-07-27 03:00:00+01:00,36893.11328125,37147.3203125,36441.7265625,36730.84375,396513280,0,0
